"policy_id","industry","vehicle_type","territory","fleet_size","years_in_business","driver_age","exposure","freq_lambda","claims","sev_mu","total_loss","severity","pure_premium"
1440,"Retail","Delivery_Truck","Urban",11,15,58,0.820679567870684,0.161632840892131,0,10920,0,NA,0
1441,"Construction","Delivery_Truck","Rural",47,28,61,0.579654258093797,0.0939451452635197,0,10192,0,NA,0
1442,"Retail","Cargo_Van","Urban",23,40,46,0.79546013684012,0.1348304931944,0,8400,0,NA,0
1443,"Construction","Light_Truck","Urban",5,32,44,0.81306823855266,0.135558802072692,1,10584,11392.0284564352,11392.0284564352,14011.1591085074
1444,"Retail","Light_Truck","Rural",2,8,25,0.639109122683294,0.0370427647507237,0,5040,0,NA,0
1445,"Professional","Light_Truck","Urban",6,21,27,0.766451951116323,0.0695325210052729,0,6804,0,NA,0
1446,"Professional","Light_Truck","Rural",14,2,29,0.867572041111998,0.0397903240935607,0,4536,0,NA,0
1447,"Construction","Light_Truck","Suburban",48,35,32,0.797833763877861,0.128818239515719,0,8820,0,NA,0
1448,"Logistics","Cargo_Van","Urban",40,40,49,0.819744560401887,0.223790264989715,0,12600,0,NA,0
1449,"Retail","Cargo_Van","Urban",15,33,70,0.591524626710452,0.0931651287068962,0,8400,0,NA,0
1450,"Logistics","Light_Truck","Rural",9,21,56,0.844652223866433,0.0737533428835692,0,7560,0,NA,0
1451,"Retail","Light_Truck","Urban",2,15,30,0.961242928402498,0.11938637170759,0,7560,0,NA,0
1452,"Professional","Delivery_Truck","Urban",10,30,55,0.883156699477695,0.120550889478705,0,9828,0,NA,0
1453,"Professional","Delivery_Truck","Urban",30,1,68,0.539661607006565,0.0883965712276753,0,9828,0,NA,0
1454,"Construction","Light_Truck","Suburban",13,22,34,0.977813903591596,0.117836353521823,0,8820,0,NA,0
1455,"Retail","Delivery_Truck","Suburban",23,19,60,0.693737633875571,0.101910058416321,0,9100,0,NA,0
1456,"Professional","Light_Truck","Suburban",14,19,57,0.780291585018858,0.0511247046504356,0,5670,0,NA,0
1457,"Construction","Delivery_Truck","Urban",1,14,47,0.799853011150844,0.184514091877333,0,15288,0,NA,0
1458,"Professional","Cargo_Van","Urban",17,17,55,0.720075322780758,0.0809004625144182,1,7560,6903.21442380383,6903.21442380383,9586.7948885476
1459,"Professional","Box_Truck","Suburban",20,19,52,0.934823310817592,0.100773952906136,0,9450,0,NA,0
1460,"Construction","Delivery_Truck","Urban",46,14,22,0.544586619944312,0.187751683092001,0,15288,0,NA,0
1461,"Healthcare","Delivery_Truck","Urban",10,30,52,0.973978148773313,0.170933165109716,0,12012,0,NA,0
1462,"Professional","Delivery_Truck","Suburban",31,5,53,0.872620104812086,0.0960841997408587,0,8190,0,NA,0
1463,"Professional","Box_Truck","Urban",35,13,34,0.641120522399433,0.117805895990896,1,11340,13130.6879283313,13130.6879283313,20480.841697578
1464,"Construction","Cargo_Van","Urban",33,26,40,0.734080109163187,0.176069114182791,0,11760,0,NA,0
1465,"Construction","Light_Truck","Suburban",23,33,54,0.694216878851876,0.0917824135530065,0,8820,0,NA,0
1466,"Healthcare","Cargo_Van","Rural",24,19,35,0.891441682819277,0.0640233416600805,0,6160,0,NA,0
1467,"Healthcare","Delivery_Truck","Rural",47,3,62,0.950818981509656,0.106684742182328,0,8008,0,NA,0
1468,"Construction","Cargo_Van","Urban",23,38,47,0.549632342881523,0.121111486753944,0,11760,0,NA,0
1469,"Retail","Light_Truck","Urban",44,35,44,0.754707166692242,0.136526526454627,0,7560,0,NA,0
1470,"Retail","Light_Truck","Suburban",13,15,34,0.769240194233134,0.0713085660054116,0,6300,0,NA,0
1471,"Professional","Delivery_Truck","Urban",49,26,33,0.819571106345393,0.155501323862443,1,9828,5071.71180340246,5071.71180340246,6188.25110369995
1472,"Construction","Box_Truck","Urban",27,40,63,0.583974619978108,0.186527333367207,0,17640,0,NA,0
1473,"Professional","Box_Truck","Rural",50,3,33,0.849067300674506,0.0815444235567795,0,7560,0,NA,0
1474,"Logistics","Cargo_Van","Suburban",31,18,37,0.577214694814757,0.0977801693016197,0,10500,0,NA,0
1475,"Retail","Box_Truck","Urban",49,40,50,0.853100288426504,0.249019974191696,1,12600,5362.50680386338,5362.50680386338,6285.90433811039
1476,"Professional","Light_Truck","Urban",6,6,66,0.822732293629088,0.0746382736780308,0,6804,0,NA,0
1477,"Retail","Cargo_Van","Suburban",11,16,57,0.716011344688013,0.0723171458134893,0,7000,0,NA,0
1478,"Healthcare","Cargo_Van","Urban",16,4,51,0.54711490648333,0.0782921431177645,0,9240,0,NA,0
1479,"Professional","Delivery_Truck","Rural",28,16,24,0.970490836421959,0.072947914210493,0,6552,0,NA,0
1480,"Professional","Light_Truck","Urban",40,14,47,0.991399811813608,0.121793466881302,0,6804,0,NA,0
1481,"Professional","Light_Truck","Urban",16,15,60,0.636902171070687,0.0637984904761508,1,6804,9038.27243050984,9038.27243050984,14190.9901411008
1482,"Construction","Light_Truck","Suburban",37,9,53,0.780169672914781,0.115925411698407,0,8820,0,NA,0
1483,"Professional","Light_Truck","Suburban",33,31,40,0.825345693621784,0.0639560377987521,0,5670,0,NA,0
1484,"Professional","Delivery_Truck","Rural",20,16,63,0.857704700436443,0.0600993683595816,0,6552,0,NA,0
1485,"Healthcare","Cargo_Van","Urban",44,25,41,0.773172060376965,0.139866825722193,0,9240,0,NA,0
1486,"Construction","Light_Truck","Rural",35,9,47,0.962947956402786,0.0985817970367352,0,7056,0,NA,0
1487,"Professional","Cargo_Van","Suburban",18,14,27,0.730954534607008,0.0552601628162898,0,6300,0,NA,0
1488,"Logistics","Light_Truck","Suburban",14,18,63,0.537911475053988,0.0704879196910747,0,9450,0,NA,0
1489,"Retail","Cargo_Van","Urban",46,40,60,0.625160737312399,0.127532790411729,0,8400,0,NA,0
1490,"Professional","Delivery_Truck","Urban",8,31,65,0.799670547363348,0.106971929120795,1,9828,8513.14657273645,8513.14657273645,10645.8173316571
1491,"Construction","Light_Truck","Rural",5,26,40,0.546108647831716,0.0424899833445466,0,7056,0,NA,0
1492,"Construction","Delivery_Truck","Urban",20,24,44,0.542229964514263,0.151200825604802,0,15288,0,NA,0
1493,"Healthcare","Light_Truck","Rural",41,24,33,0.53805910795927,0.0399654163618907,0,5544,0,NA,0
1494,"Professional","Light_Truck","Suburban",48,6,26,0.836516430950724,0.0727267385068559,0,5670,0,NA,0
1495,"Logistics","Delivery_Truck","Urban",47,28,25,0.925329327001236,0.346082421591732,1,16380,38794.4195030735,38794.4195030735,41924.9864573044
1496,"Professional","Delivery_Truck","Suburban",43,17,41,0.729669953347184,0.0883119544536096,0,8190,0,NA,0
1497,"Healthcare","Delivery_Truck","Urban",3,21,54,0.910469792317599,0.148602327153117,0,12012,0,NA,0
1498,"Construction","Delivery_Truck","Urban",29,37,70,0.843307213624939,0.254396270598167,0,15288,0,NA,0
1499,"Retail","Cargo_Van","Rural",39,15,34,0.719050429528579,0.0649302537864307,0,5600,0,NA,0
1500,"Logistics","Cargo_Van","Suburban",5,13,33,0.842890353640541,0.112104417034192,0,10500,0,NA,0
1501,"Healthcare","Box_Truck","Urban",34,17,57,0.72848126036115,0.170726868178239,0,13860,0,NA,0
1502,"Healthcare","Cargo_Van","Suburban",25,36,22,0.572530550300144,0.0592569119560649,0,7700,0,NA,0
1503,"Retail","Cargo_Van","Urban",18,4,63,0.57817971194163,0.093665113334544,0,8400,0,NA,0
1504,"Construction","Light_Truck","Rural",11,25,56,0.775625213631429,0.0641589420463782,0,7056,0,NA,0
1505,"Professional","Delivery_Truck","Suburban",4,24,22,0.80990088917315,0.0692789220598713,0,8190,0,NA,0
1506,"Retail","Box_Truck","Urban",28,23,63,0.94515577761922,0.234209601694043,0,12600,0,NA,0
1507,"Retail","Light_Truck","Suburban",41,32,59,0.871666182996705,0.102769442975312,0,6300,0,NA,0
1508,"Logistics","Delivery_Truck","Urban",33,8,22,0.702706680633128,0.235961876289798,0,16380,0,NA,0
1509,"Logistics","Delivery_Truck","Urban",3,32,40,0.971462488756515,0.246644611270392,0,16380,0,NA,0
1510,"Retail","Delivery_Truck","Urban",37,13,51,0.727044699597172,0.18005261985524,0,10920,0,NA,0
1511,"Retail","Delivery_Truck","Rural",27,32,67,0.780573410564102,0.08310765102276,0,7280,0,NA,0
1512,"Healthcare","Cargo_Van","Suburban",27,30,31,0.979442120646127,0.103135255304037,1,7700,9452.09931246144,9452.09931246144,9650.4929829095
1513,"Professional","Cargo_Van","Urban",6,28,43,0.664372281869873,0.0669687260124832,0,7560,0,NA,0
1514,"Construction","Delivery_Truck","Suburban",46,18,27,0.941935074748471,0.216494357580189,1,12740,4736.47614369633,4736.47614369633,5028.4528845697
1515,"Logistics","Delivery_Truck","Suburban",23,16,32,0.980391745222732,0.201627366322507,0,13650,0,NA,0
1516,"Logistics","Delivery_Truck","Urban",36,40,26,0.685662220348604,0.235854090555513,0,16380,0,NA,0
1517,"Construction","Cargo_Van","Urban",36,38,57,0.576933834585361,0.141752643157623,1,11760,2656.58461604791,2656.58461604791,4604.66080648084
1518,"Logistics","Delivery_Truck","Urban",50,17,67,0.528781178756617,0.202100166520779,0,16380,0,NA,0
1519,"Logistics","Light_Truck","Suburban",45,13,34,0.721344843739644,0.122700757920113,0,9450,0,NA,0
1520,"Construction","Light_Truck","Urban",33,33,31,0.933171027107164,0.201438963766488,0,10584,0,NA,0
1521,"Professional","Light_Truck","Suburban",13,16,60,0.865301374578848,0.0561494061964215,0,5670,0,NA,0
1522,"Construction","Light_Truck","Urban",12,36,27,0.58102471253369,0.104009233790656,0,10584,0,NA,0
1523,"Professional","Delivery_Truck","Urban",35,35,28,0.509103980497457,0.0868658666723786,0,9828,0,NA,0
1524,"Logistics","Light_Truck","Suburban",8,8,61,0.998105387669057,0.123246053269375,0,9450,0,NA,0
1525,"Professional","Light_Truck","Urban",31,23,56,0.86292371514719,0.0986710122085054,0,6804,0,NA,0
1526,"Construction","Light_Truck","Rural",20,33,67,0.557592438417487,0.0502335027770314,0,7056,0,NA,0
1527,"Construction","Light_Truck","Suburban",33,17,34,0.949372064438649,0.136624133793366,1,8820,16506.1968254268,16506.1968254268,17386.436196842
1528,"Logistics","Box_Truck","Rural",44,37,41,0.592190916417167,0.108873115601463,0,12600,0,NA,0
1529,"Retail","Cargo_Van","Rural",11,16,22,0.527413233881816,0.0372881156354444,0,5600,0,NA,0
1530,"Construction","Cargo_Van","Urban",45,21,68,0.953062678338028,0.250893750072486,0,11760,0,NA,0
1531,"Professional","Cargo_Van","Suburban",44,19,22,0.896556756924838,0.0840970237995498,0,6300,0,NA,0
1532,"Professional","Light_Truck","Suburban",9,11,23,0.878577971248887,0.0547969080667931,0,5670,0,NA,0
1533,"Healthcare","Delivery_Truck","Urban",15,29,66,0.562661015195772,0.103684358575201,0,12012,0,NA,0
1534,"Logistics","Cargo_Van","Suburban",6,27,31,0.530336643336341,0.0712772448644042,0,10500,0,NA,0
1535,"Logistics","Cargo_Van","Rural",32,28,54,0.889903614181094,0.106396876111492,0,8400,0,NA,0
1536,"Logistics","Light_Truck","Urban",1,38,42,0.502153176115826,0.0863653247601609,0,11340,0,NA,0
1537,"Logistics","Cargo_Van","Urban",24,36,61,0.882548386929557,0.211282083830936,0,12600,0,NA,0
1538,"Construction","Light_Truck","Suburban",36,35,31,0.700322432094254,0.103241532939335,0,8820,0,NA,0
1539,"Healthcare","Cargo_Van","Urban",4,35,49,0.94154296326451,0.119481802038266,0,9240,0,NA,0
1540,"Retail","Box_Truck","Urban",50,4,29,0.966001125518233,0.28400433090236,1,12600,7438.41713174307,7438.41713174307,7700.21580228757
1541,"Construction","Delivery_Truck","Urban",28,17,50,0.982867772690952,0.294005236845044,1,15288,16501.2909825163,16501.2909825163,16788.9226211357
1542,"Professional","Cargo_Van","Rural",43,1,43,0.501483780797571,0.0326816979945777,1,5040,3984.30165822485,3984.30165822485,7945.02596253088
1543,"Logistics","Delivery_Truck","Rural",10,4,59,0.872168882517144,0.111114315632684,0,10920,0,NA,0
1544,"Retail","Cargo_Van","Suburban",20,36,62,0.925261854776181,0.10177880402538,0,7000,0,NA,0
1545,"Professional","Light_Truck","Urban",12,9,42,0.529994580661878,0.0510861776299984,0,6804,0,NA,0
1546,"Logistics","Delivery_Truck","Suburban",14,33,54,0.732808695524,0.138706029888783,0,13650,0,NA,0
1547,"Construction","Light_Truck","Suburban",8,27,56,0.503119127941318,0.0576876392097515,0,8820,0,NA,0
1548,"Logistics","Light_Truck","Rural",22,9,23,0.906084821675904,0.0895066830244325,0,7560,0,NA,0
1549,"Retail","Delivery_Truck","Rural",39,36,51,0.55343071417883,0.0649672315374529,0,7280,0,NA,0
1550,"Healthcare","Delivery_Truck","Rural",42,6,70,0.522927913581952,0.0565326908815177,0,8008,0,NA,0
1551,"Healthcare","Light_Truck","Urban",8,21,31,0.764614404411986,0.0910426371333352,1,8316,2020.4938031129,2020.4938031129,2642.50031316991
1552,"Construction","Cargo_Van","Urban",18,23,24,0.9037311070133,0.190325771137001,0,11760,0,NA,0
1553,"Retail","Light_Truck","Urban",11,32,39,0.618787545245141,0.084371681794175,0,7560,0,NA,0
1554,"Logistics","Light_Truck","Suburban",16,19,27,0.530939428019337,0.0709122700062627,0,9450,0,NA,0
1555,"Logistics","Cargo_Van","Urban",13,24,51,0.990251185488887,0.214191331421246,0,12600,0,NA,0
1556,"Logistics","Light_Truck","Urban",42,7,34,0.60949119029101,0.152055862153801,0,11340,0,NA,0
1557,"Professional","Cargo_Van","Rural",47,31,29,0.984535990748554,0.0660919010589505,0,5040,0,NA,0
1558,"Logistics","Light_Truck","Urban",45,1,23,0.997798594995402,0.254588311513077,1,11340,13490.9574181051,13490.9574181051,13520.7220031887
1559,"Logistics","Light_Truck","Urban",28,38,56,0.95514670398552,0.213016817922851,0,11340,0,NA,0
1560,"Healthcare","Light_Truck","Urban",18,38,21,0.739844044088386,0.097082335465278,0,8316,0,NA,0
1561,"Professional","Delivery_Truck","Suburban",11,8,34,0.878155561280437,0.0807112776372849,0,8190,0,NA,0
1562,"Logistics","Delivery_Truck","Suburban",19,21,65,0.88255096913781,0.175080461257559,0,13650,0,NA,0
1563,"Professional","Delivery_Truck","Rural",27,26,67,0.783713795710355,0.058409405480497,0,6552,0,NA,0
1564,"Construction","Cargo_Van","Rural",6,14,68,0.533700179657899,0.046624047694914,0,7840,0,NA,0
1565,"Retail","Delivery_Truck","Urban",25,19,35,0.949841569992714,0.213001972070866,1,10920,12722.331607306,12722.331607306,13394.1617309964
1566,"Construction","Light_Truck","Urban",19,38,46,0.601616576546803,0.115086243010521,0,10584,0,NA,0
1567,"Construction","Cargo_Van","Suburban",19,11,56,0.57920073706191,0.0820727444416727,0,9800,0,NA,0
1568,"Healthcare","Box_Truck","Suburban",30,33,41,0.585916425101459,0.0885905634753406,0,11550,0,NA,0
1569,"Construction","Cargo_Van","Rural",16,8,25,0.508629828458652,0.0490624332531216,0,7840,0,NA,0
1570,"Healthcare","Light_Truck","Urban",3,23,60,0.894422014825977,0.101065215565261,1,8316,8931.87776521438,8931.87776521438,9986.20071639472
1571,"Logistics","Cargo_Van","Suburban",49,14,25,0.608800317626446,0.118472541810106,0,10500,0,NA,0
1572,"Construction","Light_Truck","Suburban",11,12,38,0.705603111884557,0.0833811197313981,0,8820,0,NA,0
1573,"Professional","Light_Truck","Urban",28,1,42,0.771857443731278,0.0860698235504748,0,6804,0,NA,0
1574,"Logistics","Light_Truck","Urban",25,24,45,0.630447162431665,0.137027690754522,0,11340,0,NA,0
1575,"Construction","Light_Truck","Urban",25,36,68,0.609565662452951,0.123025589824567,0,10584,0,NA,0
1576,"Professional","Box_Truck","Suburban",9,8,21,0.646144228521734,0.0626889130511787,0,9450,0,NA,0
1577,"Construction","Delivery_Truck","Suburban",49,7,34,0.624822297599167,0.14677700592902,0,12740,0,NA,0
1578,"Logistics","Cargo_Van","Suburban",25,31,40,0.894964102422819,0.144089220490074,0,10500,0,NA,0
1579,"Logistics","Cargo_Van","Urban",5,21,41,0.601836820365861,0.120066445662989,0,12600,0,NA,0
1580,"Retail","Light_Truck","Rural",31,39,66,0.70248636440374,0.0535505355584971,0,5040,0,NA,0
1581,"Professional","Light_Truck","Suburban",35,33,46,0.566507757874206,0.0446124859325937,0,5670,0,NA,0
1582,"Construction","Cargo_Van","Rural",35,16,35,0.974145969725214,0.110809104056243,1,7840,2623.98853732912,2623.98853732912,2693.62972170309
1583,"Construction","Box_Truck","Urban",48,30,65,0.669605091796257,0.252267022283322,0,17640,0,NA,0
1584,"Construction","Box_Truck","Urban",49,27,40,0.86093024618458,0.326697200519663,0,17640,0,NA,0
1585,"Professional","Cargo_Van","Urban",3,34,23,0.514134621829726,0.0502052458216727,0,7560,0,NA,0
1586,"Retail","Delivery_Truck","Urban",1,16,22,0.576811235048808,0.102355153659411,1,10920,22917.2391807416,22917.2391807416,39730.9167856316
1587,"Retail","Light_Truck","Rural",44,4,49,0.697600805200636,0.0588914599750377,0,5040,0,NA,0
1588,"Logistics","Light_Truck","Urban",8,2,21,0.526419802452438,0.0975034758102405,0,11340,0,NA,0
1589,"Logistics","Cargo_Van","Urban",19,18,49,0.514532763278112,0.11777654951436,0,12600,0,NA,0
1590,"Logistics","Light_Truck","Suburban",26,22,21,0.957806977792643,0.139993067874173,0,9450,0,NA,0
1591,"Professional","Cargo_Van","Suburban",44,17,22,0.7558368841419,0.0708974997325102,0,6300,0,NA,0
1592,"Healthcare","Cargo_Van","Suburban",7,36,69,0.983763270196505,0.0858825334881549,0,7700,0,NA,0
1593,"Professional","Light_Truck","Urban",5,30,41,0.936424536630511,0.0840675127760041,0,6804,0,NA,0
1594,"Retail","Cargo_Van","Urban",18,12,57,0.909747597179376,0.147379110743059,0,8400,0,NA,0
1595,"Logistics","Cargo_Van","Suburban",44,34,49,0.501382581540383,0.0940593722969759,1,10500,9620.42477056468,9620.42477056468,19187.7921666288
1596,"Construction","Cargo_Van","Urban",6,14,44,0.784786712029018,0.146912072491832,0,11760,0,NA,0
1597,"Retail","Cargo_Van","Suburban",32,30,45,0.89896160713397,0.109673316070344,0,7000,0,NA,0
1598,"Construction","Light_Truck","Rural",29,29,49,0.995521727250889,0.0970245430595989,0,7056,0,NA,0
1599,"Professional","Delivery_Truck","Urban",1,9,45,0.717537022195756,0.0891288612120459,0,9828,0,NA,0
1600,"Logistics","Delivery_Truck","Rural",34,7,68,0.917951200855896,0.145014258906411,0,10920,0,NA,0
1601,"Retail","Delivery_Truck","Urban",6,13,56,0.540002480498515,0.101088464349322,0,10920,0,NA,0
1602,"Construction","Cargo_Van","Urban",8,13,47,0.796502064098604,0.152211544449243,0,11760,0,NA,0
1603,"Logistics","Delivery_Truck","Urban",40,7,52,0.88700227800291,0.314797108463233,0,16380,0,NA,0
1604,"Professional","Delivery_Truck","Suburban",28,29,44,0.638375011039898,0.0685487086854642,0,8190,0,NA,0
1605,"Professional","Box_Truck","Rural",10,28,43,0.755266343592666,0.0518112711704569,0,7560,0,NA,0
1606,"Construction","Cargo_Van","Suburban",38,32,32,0.703189375810325,0.117010712134838,0,9800,0,NA,0
1607,"Healthcare","Delivery_Truck","Rural",8,27,68,0.877185934223235,0.0704046974526253,0,8008,0,NA,0
1608,"Construction","Cargo_Van","Urban",16,15,64,0.899281697464176,0.185881526865845,0,11760,0,NA,0
1609,"Retail","Cargo_Van","Suburban",4,2,41,0.6303437956376,0.0592523167899344,1,7000,562.515695611485,562.515695611485,892.395069967325
1610,"Retail","Cargo_Van","Urban",48,5,43,0.659608570975251,0.136538974191877,0,8400,0,NA,0
1611,"Retail","Delivery_Truck","Rural",4,3,65,0.936276728403755,0.0800891113476572,0,7280,0,NA,0
1612,"Professional","Cargo_Van","Urban",24,18,58,0.9029573953012,0.108084000217554,0,7560,0,NA,0
1613,"Retail","Cargo_Van","Rural",40,29,51,0.533635590109043,0.0485608386999229,0,5600,0,NA,0
1614,"Healthcare","Cargo_Van","Suburban",16,1,22,0.735996111412533,0.0702140290287556,0,7700,0,NA,0
1615,"Healthcare","Delivery_Truck","Rural",17,21,69,0.96883625141345,0.0849020272201148,0,8008,0,NA,0
1616,"Logistics","Delivery_Truck","Suburban",2,19,43,0.851505120284855,0.142576017340496,0,13650,0,NA,0
1617,"Retail","Box_Truck","Urban",2,4,52,0.845520650269464,0.16335458963206,2,12600,14830.2626317895,7415.13131589474,17539.7994443579
1618,"Logistics","Light_Truck","Urban",11,33,53,0.806884340476245,0.15402615175351,0,11340,0,NA,0
1619,"Logistics","Cargo_Van","Urban",11,8,56,0.817596887471154,0.173412299832632,0,12600,0,NA,0
1620,"Construction","Box_Truck","Suburban",38,17,69,0.978115788195282,0.227861854017973,0,14700,0,NA,0
1621,"Construction","Delivery_Truck","Suburban",27,4,40,0.903567729284987,0.17866244711152,0,12740,0,NA,0
1622,"Construction","Delivery_Truck","Suburban",22,24,22,0.532831968856044,0.100854435065072,0,12740,0,NA,0
1623,"Construction","Cargo_Van","Urban",50,16,33,0.751706634182483,0.205215911131818,0,11760,0,NA,0
1624,"Professional","Light_Truck","Suburban",4,15,39,0.779871634091251,0.0461839981708839,0,5670,0,NA,0
1625,"Retail","Light_Truck","Suburban",22,31,47,0.515599587233737,0.0519724383931607,0,6300,0,NA,0
1626,"Healthcare","Box_Truck","Urban",28,40,24,0.506690050242469,0.113002015005075,0,13860,0,NA,0
1627,"Retail","Delivery_Truck","Urban",37,26,57,0.953405301901512,0.236110823015909,0,10920,0,NA,0
1628,"Construction","Delivery_Truck","Urban",23,9,35,0.670844720094465,0.19216682429466,0,15288,0,NA,0
1629,"Retail","Cargo_Van","Suburban",10,39,27,0.622701895656064,0.0622701895656064,0,7000,0,NA,0
1630,"Healthcare","Box_Truck","Urban",37,5,68,0.761635788017884,0.182815438197933,0,13860,0,NA,0
1631,"Professional","Light_Truck","Urban",34,20,63,0.996619871351868,0.116783916525012,0,6804,0,NA,0
1632,"Retail","Light_Truck","Rural",33,19,63,0.556372860912234,0.043113332992089,0,5040,0,NA,0
1633,"Logistics","Box_Truck","Rural",6,31,37,0.782160394242965,0.103019909846529,1,12600,9436.35477898898,9436.35477898898,12064.4753281355
1634,"Professional","Delivery_Truck","Suburban",33,8,34,0.549171496066265,0.061468765554697,0,8190,0,NA,0
1635,"Healthcare","Light_Truck","Urban",33,23,47,0.833913285285234,0.124624170919452,0,8316,0,NA,0
1636,"Healthcare","Cargo_Van","Suburban",44,5,61,0.974992865812965,0.117584139617044,1,7700,5572.76000197849,5572.76000197849,5715.69310646374
1637,"Construction","Cargo_Van","Rural",28,36,68,0.754315676866099,0.0809984173818817,0,7840,0,NA,0
1638,"Logistics","Light_Truck","Urban",9,7,21,0.549219698878005,0.102764497857064,1,11340,13701.375935583,13701.375935583,24946.985629928
1639,"Construction","Cargo_Van","Urban",29,7,24,0.690317027270794,0.160188066178188,1,11760,24014.9844310569,24014.9844310569,34788.3414175679
1640,"Professional","Delivery_Truck","Suburban",5,4,58,0.657846834394149,0.0568708588333742,0,8190,0,NA,0
1641,"Construction","Cargo_Van","Suburban",26,16,70,0.526842855964787,0.0794479026794899,0,9800,0,NA,0
1642,"Professional","Light_Truck","Urban",19,25,23,0.519823996583,0.0535444707680319,0,6804,0,NA,0
1643,"Professional","Cargo_Van","Urban",13,17,57,0.57484254904557,0.0621692216792784,0,7560,0,NA,0
1644,"Healthcare","Delivery_Truck","Urban",4,22,60,0.96015497983899,0.158396767024038,0,12012,0,NA,0
1645,"Retail","Box_Truck","Suburban",5,22,66,0.523796326830052,0.0696649114683969,1,10500,21937.0140096362,21937.0140096362,41880.8091732834
1646,"Healthcare","Light_Truck","Suburban",45,37,27,0.644368294859305,0.070461673042865,0,6930,0,NA,0
1647,"Professional","Light_Truck","Rural",40,34,25,0.51837349566631,0.0297183525065496,0,4536,0,NA,0
1648,"Healthcare","Light_Truck","Urban",7,17,55,0.748598423437215,0.088226067194193,0,8316,0,NA,0
1649,"Logistics","Delivery_Truck","Rural",7,1,57,0.71881552785635,0.088829785301432,0,10920,0,NA,0
1650,"Construction","Box_Truck","Suburban",47,5,60,0.589704729500227,0.147036977253587,1,14700,13470.811972648,13470.811972648,22843.3168308901
1651,"Logistics","Light_Truck","Suburban",19,39,60,0.651939161354676,0.0895373244204512,0,9450,0,NA,0
1652,"Professional","Light_Truck","Rural",13,27,22,0.839003184461035,0.0381100416477736,1,4536,7045.01051635641,7045.01051635641,8396.88173636914
1653,"Logistics","Delivery_Truck","Urban",44,7,46,0.603409103001468,0.220739118059997,0,16380,0,NA,0
1654,"Logistics","Light_Truck","Suburban",50,29,22,0.665032282238826,0.117311694586929,0,9450,0,NA,0
1655,"Construction","Light_Truck","Urban",29,22,61,0.641617266810499,0.133998558087039,0,10584,0,NA,0
1656,"Retail","Light_Truck","Urban",8,18,55,0.534074777504429,0.070658093063836,0,7560,0,NA,0
1657,"Construction","Delivery_Truck","Rural",40,19,70,0.817131638992578,0.125666674760669,0,10192,0,NA,0
1658,"Healthcare","Light_Truck","Suburban",4,11,51,0.815259805764072,0.0620738816108764,1,6930,12869.0851054924,12869.0851054924,15785.2564477055
1659,"Construction","Cargo_Van","Suburban",30,37,56,0.55021490319632,0.0858335248986259,0,9800,0,NA,0
1660,"Professional","Light_Truck","Suburban",21,19,28,0.871007457608357,0.0609095515105524,0,5670,0,NA,0
1661,"Healthcare","Light_Truck","Urban",31,28,57,0.7457312180195,0.109633675017137,0,8316,0,NA,0
1662,"Construction","Delivery_Truck","Suburban",10,22,69,0.518617931404151,0.0876464304073015,1,12740,8592.98351475004,8592.98351475004,16569.0058025658
1663,"Logistics","Light_Truck","Suburban",2,4,60,0.920237220590934,0.106673898610901,0,9450,0,NA,0
1664,"Retail","Cargo_Van","Urban",9,15,49,0.906160633196123,0.134564854029624,0,8400,0,NA,0
1665,"Professional","Light_Truck","Urban",19,23,22,0.749858881928958,0.0772392141330923,1,6804,11484.9422900138,11484.9422900138,15316.1382318625
1666,"Logistics","Light_Truck","Rural",18,27,34,0.934078065794893,0.0889765402353583,0,7560,0,NA,0
1667,"Healthcare","Light_Truck","Urban",33,39,42,0.85444547329098,0.12769260375597,0,8316,0,NA,0
1668,"Logistics","Delivery_Truck","Rural",8,1,32,0.9013340419624,0.11253335780709,0,10920,0,NA,0
1669,"Logistics","Cargo_Van","Urban",43,13,41,0.662183318054304,0.184947800732567,0,12600,0,NA,0
1670,"Logistics","Light_Truck","Rural",4,33,55,0.738341644522734,0.0612144290640908,0,7560,0,NA,0
1671,"Retail","Cargo_Van","Urban",26,11,46,0.777760100900196,0.135330257556634,0,8400,0,NA,0
1672,"Retail","Light_Truck","Urban",26,3,64,0.723446591407992,0.113291736214492,0,7560,0,NA,0
1673,"Construction","Cargo_Van","Suburban",25,36,61,0.659240681794472,0.0985564819282736,0,9800,0,NA,0
1674,"Professional","Cargo_Van","Suburban",8,33,64,0.563204424688593,0.0386358235336374,0,6300,0,NA,0
1675,"Construction","Delivery_Truck","Urban",3,12,60,0.680391760775819,0.160405759561703,0,15288,0,NA,0
1676,"Professional","Light_Truck","Suburban",36,9,40,0.869250949472189,0.0690011403691024,0,5670,0,NA,0
1677,"Retail","Light_Truck","Suburban",42,15,70,0.970786424935795,0.115329427282373,0,6300,0,NA,0
1678,"Retail","Light_Truck","Suburban",25,34,53,0.884909993386827,0.0915881843155366,0,6300,0,NA,0
1679,"Retail","Delivery_Truck","Rural",2,25,21,0.690264422446489,0.0577889374472201,0,7280,0,NA,0
1680,"Logistics","Cargo_Van","Suburban",40,35,39,0.521202707430348,0.0948588927523233,0,10500,0,NA,0
1681,"Construction","Delivery_Truck","Suburban",38,19,65,0.578274420346133,0.125092322609276,0,12740,0,NA,0
